"","x"
"957","FBXO28"
"958","DEGS1"
"959","LOC101927164"
"960","NVL"
"961","LOC101927143"
"962","MIR320B2"
"963","CNIH4"
"964","CNIH3"
"965","MIR4742"
"966","WDR26"
"967","DNAH14"
"968","LBR"
"969","ENAH"
"970","EPHX1"
"971","SRP9"
"972","PYCR2"
"973","MIR6741"
"974","TMEM63A"
"975","LEFTY2"
"976","LEFTY1"
"977","COQ8A"
"978","CDC42BPA"
"979","ZNF678"
"980","ZNF847P"
"981","JMJD4"
"982","SNAP47"
"983","MRPL55"
"984","ARF1"
"985","WNT3A"
"986","GJC2"
"987","WNT9A"
"988","MIR5008"
"989","PRSS38"
"990","GUK1"
"991","IBA57-AS1"
"992","IBA57"
"993","C1orf35"
"994","MIR3620"
"995","C1orf145"
"996","OBSCN"
"997","MIR4666A"
"998","BTNL10"
"999","MIR7641-2"
"1000","HIST3H2BB"
"1001","RNF187"
"1002","HIST3H3"
"1003","MIR6742"
"1004","HIST3H2A"
"1005","DUSP5P1"
"1006","TRIM17"
"1007","RHOU"
"1008","TRIM11"
"1009","MIR4454"
"1010","EXOC8"
"1011","EGLN1"
"1012","C1orf131"
"1013","GNPAT"
"1014","TRIM67"
"1015","SPRTN"
"1016","SNRPD2P2"
"1017","TSNAX-DISC1"
"1018","TSNAX"
"1019","DISC1"
"1020","LINC00582"
"1021","SIPA1L2"
"1022","DISC1-IT1"
"1023","DISC2"
"1024","LINC01744"
"1025","PCNX2"
"1026","MAP10"
"1027","NTPCR"
"1028","MAP3K21"
"1029","MIR4427"
"1030","KCNK1"
"1031","SLC35F3"
"1032","LOC101927765"
"1033","TARBP1"
"1034","LINC01354"
"1035","IRF2BP2"
"1036","MIR4671"
"1037","COA6"
"1038","LINC00184"
"1039","LOC101927787"
"1040","LINC01132"
"1041","LOC101927851"
"1042","MIR4753"
"1043","ARID4B"
"1044","RBM34"
"1045","GGPS1"
"1046","TOMM20"
"1047","SNORA14B"
"1048","TBCE"
"1049","MIR5096"
"1050","B3GALNT2"
"1051","LYST"
"1052","GNG4"
"1053","MIR1537"
"1054","NID1"
"1055","GPR137B"
"1056","ERO1B"
"1057","EDARADD"
"1058","HEATR1"
"1059","LGALS8"
"1060","LGALS8-AS1"
"1061","ACTN2"
"1062","MTR"
"1063","MT1HL1"
"1064","RYR2"
"1065","MIR4428"
"1066","LOC100130331"
"1067","ZP4"
"1068","LINC01139"
"1069","CHRM3"
"1070","CHRM3-AS2"
"1071","CHRM3-AS1"
"1072","RPS7P5"
"1073","FMN2"
"1074","RGS7"
"1075","GREM2"
"1076","MIR1273E"
"1077","MIR3123"
"1078","FH"
"1079","OPN3"
"1080","WDR64"
"1081","KMO"
"1082","EXO1"
"1083","CHML"
"1084","MAP1LC3C"
"1085","BECN2"
"1086","PLD5"
"1087","MIR4677"
"1088","LINC01347"
"1089","SDCCAG8"
"1090","CEP170"
"1091","AKT3"
"1092","LOC339529"
"1093","ZBTB18"
"1094","C1orf100"
"1095","C1orf101"
"1096","ADSS"
"1097","DESI2"
"1098","SNORA100"
"1099","COX20"
"1100","HNRNPU"
"1101","EFCAB2"
"1102","LOC101928068"
"1103","KIF26B"
"1104","SMYD3"
"1105","SCCPDH"
"1106","TFB2M"
"1107","LINC01743"
"1108","CNST"
"1109","LINC01341"
"1110","ZNF695"
"1111","AHCTF1"
"1112","ZNF670-ZNF695"
"1113","ZNF669"
"1114","C1orf229"
"1115","ZNF670"
"1116","ZNF124"
"1117","MIR3916"
"1118","VN1R5"
"1119","ZNF496"
"1120","NLRP3"
"1121","OR2B11"
"1122","OR2C3"
"1123","OR2W5"
"1124","GCSAML-AS1"
"1125","OR2G2"
"1126","GCSAML"
"1127","OR14A16"
"1128","OR6F1"
"1129","OR2G3"
"1130","OR1C1"
"1131","OR13G1"
"1132","OR2AK2"
"1133","OR2L13"
"1134","OR2T8"
"1135","TRIM58"
"1136","OR2L8"
"1137","OR2W3"
"1138","OR11L1"
"1139","OR14C36"
"1140","OR2L1P"
"1141","OR2M3"
"1142","OR2M4"
"1143","OR2T33"
"1144","OR2M1P"
"1145","OR2M7"
"1146","OR2L2"
"1147","OR2T12"
"1148","OR2M5"
"1149","OR2L5"
"1150","OR2M2"
"1151","OR2T4"
"1152","OR2L3"
"1153","OR2T6"
"1154","OR2T1"
"1155","OR2T2"
"1156","OR2T35"
"1157","OR2T27"
"1158","OR2T5"
"1159","OR2T10"
"1160","OR2T11"
"1161","OR2T29"
"1162","OR2T3"
"1163","OR14I1"
"1164","OR2T34"
"1165","OR2G6"
"1166","SH3BP5L"
"1167","LYPD8"
"1168","MIR3124"
"1169","ZNF672"
"1170","LOC101928226"
"1171","ZNF692"
"1172","FAM150B"
"1173","ACP1"
"1174","LOC105373352"
"1175","TMEM18"
"1176","LINC01115"
"1177","LINC01939"
"1178","LOC101060391"
"1179","SNTG2"
"1180","TPO"
"1181","PXDN"
"1182","MYT1L"
"1183","MYT1L-AS1"
"1184","TRAPPC12"
"1185","TSSC1"
"1186","ADI1"
"1187","RPS7"
"1188","RNASEH1"
"1189","RNASEH1-AS1"
"1190","COLEC11"
"1191","ALLC"
"1192","DCDC2C"
"1193","LINC01304"
"1194","LOC105373394"
"1195","LINC01249"
"1196","SOX11"
"1197","LINC01248"
"1198","LOC400940"
"1199","MIR7158"
"1200","LINC01105"
"1201","NBAS"
"1202","DDX1"
"1203","LINC01804"
"1204","GACAT3"
"1205","MYCN"
"1206","MYCNOS"
"1207","MYCNUT"
"1208","FAM49A"
"1209","RAD51AP2"
"1210","VSNL1"
"1211","SMC6"
"1212","GEN1"
"1213","MSGN1"
"1214","KCNS3"
"1215","NT5C1B-RDH14"
"1216","NT5C1B"
"1217","RDH14"
"1218","LINC01376"
"1219","OSR1"
"1220","MIR4757"
"1221","LOC101928222"
"1222","LINC00954"
"1223","TTC32"
"1224","WDR35"
"1225","MATN3"
"1226","LAPTM4A"
"1227","PUM2"
"1228","SDC1"
"1229","RHOB"
"1230","GDF7"
"1231","HS1BP3"
"1232","HS1BP3-IT1"
"1233","LDAH"
"1234","APOB"
"1235","TDRD15"
"1236","LINC01822"
"1237","LINC01884"
"1238","KLHL29"
"1239","ATAD2B"
"1240","UBXN2A"
"1241","MFSD2B"
"1242","FKBP1B"
"1243","ITSN2"
"1244","FAM228B"
"1245","TP53I3"
"1246","WDCP"
"1247","PFN4"
"1248","SF3B6"
"1249","FAM228A"
"1250","NCOA1"
"1251","CENPO"
"1252","PTRHD1"
"1253","ADCY3"
"1254","DNAJC27-AS1"
"1255","DNAJC27"
"1256","EFR3B"
"1257","LINC01381"
"1258","DNMT3A"
"1259","MIR1301"
"1260","DTNB"
"1261","POMC"
"1262","ASXL2"
"1263","KIF3C"
"1264","RAB10"
"1265","GAREM2"
"1266","HADHA"
"1267","DRC1"
"1268","HADHB"
"1269","SELENOI"
"1270","ADGRF3"
"1271","CENPA"
"1272","KCNK3"
"1273","CIB4"
"1274","C2orf70"
"1275","SLC35F6"
"1276","OTOF"
"1277","DPYSL5"
"1278","MAPRE3"
"1279","PREB"
"1280","KHK"
"1281","TMEM214"
"1282","CGREF1"
"1283","AGBL5-AS1"
"1284","OST4"
"1285","EMILIN1"
"1286","ABHD1"
"1287","PRR30"
"1288","AGBL5"
"1289","ZNF513"
"1290","ATRAID"
"1291","GTF3C2-AS1"
"1292","GTF3C2"
"1293","MPV17"
"1294","UCN"
"1295","EIF2B4"
"1296","FTH1P3"
"1297","SLC5A6"
"1298","TRIM54"
"1299","SNX17"
"1300","CAD"
"1301","TCF23"
"1302","PPM1G"
"1303","SLC30A3"
"1304","DNAJC5G"
"1305","NRBP1"
"1306","LINC01460"
"1307","SLC4A1AP"
"1308","CCDC121"
"1309","IFT172"
"1310","C2orf16"
"1311","GCKR"
"1312","SUPT7L"
"1313","GPN1"
"1314","KRTCAP3"
"1315","MRPL33"
"1316","ZNF512"
"1317","FNDC4"
"1318","RBKS"
"1319","BRE-AS1"
"1320","BRE"
"1321","MIR4263"
"1322","LOC100505736"
"1323","LOC100505716"
"1324","FOSL2"
"1325","FLJ31356"
"1326","PLB1"
"1327","PPP1CB"
"1328","SNORD92"
"1329","FAM179A"
"1330","SNORD53"
"1331","TRMT61B"
"1332","SPDYA"
"1333","WDR43"
